Circuit,Player 1,Player 2,Tournament,Surface
ATP,Stagno B. (Ita),Martianova S. (Wrl),"ITF WOMEN - SINGLES: W15 Hillcrest (South Africa), hard",Unknown
ATP,Vosloo A. (Rsa),Millard S. (Rsa),"ITF WOMEN - SINGLES: W15 Hillcrest (South Africa), hard",Unknown
ATP,Wilmot T. (Rsa),Bhasin S. (Ind),"ITF WOMEN - SINGLES: W15 Hillcrest (South Africa), hard",Unknown
ATP,Zhao Y. (Chn),Suvirdjonkova D. (Srb),"ITF WOMEN - SINGLES: W15 Hillcrest (South Africa), hard",Unknown
ATP,Lazar S. (Rou),Adeshina E. (Gbr),"ITF WOMEN - SINGLES: W15 Kayseri 6 (Turkey), hard",Unknown
ATP,Zabolotnaia E. (Mda),Lachinova A. (Lat),"ITF WOMEN - SINGLES: W15 Kayseri 6 (Turkey), hard",Unknown
ATP,Dagci S. (Tur),Waas S. (Gbr),"ITF WOMEN - SINGLES: W15 Kayseri 6 (Turkey), hard",Unknown
ATP,Contrino G. (Ita),Herazo Gonzalez M. (Col),"ITF WOMEN - SINGLES: W15 Kayseri 6 (Turkey), hard",Unknown
ATP,Kaegi Z. (Sui),Aydemir D. (Tur),"ITF WOMEN - SINGLES: W15 Kayseri 6 (Turkey), hard",Unknown
ATP,Mi T. (Chn),Aralova A. (Rus),"ITF WOMEN - SINGLES: W15 Kayseri 6 (Turkey), hard",Unknown
ATP,Remander S. (Fin),Skopintseva P. (Rus),"ITF WOMEN - SINGLES: W15 Kayseri 6 (Turkey), hard",Unknown
ATP,Ozen Y. (Tur),Mert A. (Tur),"ITF WOMEN - SINGLES: W15 Kayseri 6 (Turkey), hard",Unknown
ATP,Di Girolami T. (Bel),Jovanovic M. (Srb),"ITF WOMEN - SINGLES: W15 Kursumlijska Banja 9 (Serbia), clay",Unknown
ATP,Evtimova D. (Bul),Urbanova L. (Cze),"ITF WOMEN - SINGLES: W15 Kursumlijska Banja 9 (Serbia), clay",Unknown
ATP,Vergara Rivera A. (Chi),Gadamauri T. (Bel),"ITF WOMEN - SINGLES: W15 Kursumlijska Banja 9 (Serbia), clay",Unknown
ATP,Kovacevic I. (Srb),Paterno G. (Ita),"ITF WOMEN - SINGLES: W15 Kursumlijska Banja 9 (Serbia), clay",Unknown
ATP,Obradovic A. (Srb),Herea C. A. (Rou),"ITF WOMEN - SINGLES: W15 Kursumlijska Banja 9 (Serbia), clay",Unknown
ATP,Kuharenko P. (Wrl),Wang J. (Chn),"ITF WOMEN - SINGLES: W15 Maanshan 8 (China), hard",Unknown
ATP,Plipuech P. (Tha),Snigireva A. (Wrl),"ITF WOMEN - SINGLES: W15 Maanshan 8 (China), hard",Unknown
ATP,Yang V. (Nzl),Kovapitukted P. (Tha),"ITF WOMEN - SINGLES: W15 Maanshan 8 (China), hard",Unknown
ATP,Zelinskaya D. (Wrl),Huang Yujia (Chn),"ITF WOMEN - SINGLES: W15 Maanshan 8 (China), hard",Unknown
ATP,Zhao X. (Chn),Zeng Z. (Chn),"ITF WOMEN - SINGLES: W15 Maanshan 8 (China), hard",Unknown
ATP,Breen S. (Fij),Zhang Z. Y. (Chn),"ITF WOMEN - SINGLES: W15 Monastir 26 (Tunisia), hard",Unknown
ATP,Refaat M. (Egy),Alhussein L. (Egy),"ITF WOMEN - SINGLES: W15 Monastir 26 (Tunisia), hard",Unknown
ATP,Milovanova V. (Wrl),Shadchneva D. (Wrl),"ITF WOMEN - SINGLES: W15 Monastir 26 (Tunisia), hard",Unknown
ATP,Hodzic M. (Ger),Van Emst S. (Ned),"ITF WOMEN - SINGLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Nagy A. (Hun),Van den Broek I. L. (Ned),"ITF WOMEN - SINGLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Schmidt L. (Ger),De Zeeuw J. (Ned),"ITF WOMEN - SINGLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Du Pree B. (Ned),Ebeling Koning L. (Ned),"ITF WOMEN - SINGLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Munk Mortensen R. (Den),Hanatani N. (Jpn),"ITF WOMEN - SINGLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Nijkamp R. M. (Ned),Popa M. S. (Rou),"ITF WOMEN - SINGLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Svendsen J. C. (Den),Bubelyte K. (Ltu),"ITF WOMEN - SINGLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Van Zonneveld C. (Ned),Chiesa E. (Ita),"ITF WOMEN - SINGLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Zaar L. (Swe),Hennemann C. W. (Swe),"ITF WOMEN - SINGLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Groen J. (Ned),Kazionova E. (Wrl),"ITF WOMEN - SINGLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Hageman M. (Ned),Chiesa D. (Ita),"ITF WOMEN - SINGLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Lemaitre T. (Fra),Meyer Auf Der Heide L. (Ger),"ITF WOMEN - SINGLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Meliss V. (Ita),Liu C. (Usa),"ITF WOMEN - SINGLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Naito Y. (Jpn),Granwehr A. (Sui),"ITF WOMEN - SINGLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Okutoyi A. (Ken),Bartashevich Y. (Fra),"ITF WOMEN - SINGLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Vrancken Peeters A. (Ned),Gimbrere J. (Ned),"ITF WOMEN - SINGLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Gorgodze E. (Geo),Lim J. (Fra),"ITF WOMEN - SINGLES: W35 Rome (Italy), clay",Clay
ATP,Pace F. (Ita),Lene E. (Fra),"ITF WOMEN - SINGLES: W35 Rome (Italy), clay",Clay
ATP,Ricci B. (Ita),Zavatska K. (Ukr),"ITF WOMEN - SINGLES: W35 Rome (Italy), clay",Clay
ATP,Zantedeschi A. (Ita),De Stefano S. (Ita),"ITF WOMEN - SINGLES: W35 Rome (Italy), clay",Clay
ATP,Ciric Bagaric L. (Cro),Ortenzi J. (Arg),"ITF WOMEN - SINGLES: W35 Rome (Italy), clay",Clay
ATP,Oktiabreva A. (Wrl),Mair L. (Ita),"ITF WOMEN - SINGLES: W35 Rome (Italy), clay",Clay
ATP,Topalova G. (Bul),Spiteri D. (Ita),"ITF WOMEN - SINGLES: W35 Rome (Italy), clay",Clay
ATP,Lukas T. (Cro),Cortez Llorca L. (Esp),"ITF WOMEN - SINGLES: W35 Stuttgart-Vaihingen (Germany), clay",Grass
ATP,Wobker I. (Ger),Sakellaridi S. (Gre),"ITF WOMEN - SINGLES: W35 Stuttgart-Vaihingen (Germany), clay",Grass
ATP,Brockmann T. J. (Ger),Noha Akugue N. (Ger),"ITF WOMEN - SINGLES: W35 Stuttgart-Vaihingen (Germany), clay",Grass
ATP,Matoula M. (Gre),Seibold E. (Ger),"ITF WOMEN - SINGLES: W35 Stuttgart-Vaihingen (Germany), clay",Grass
ATP,Craciun G. A. (Rou),Monnet C. (Fra),"ITF WOMEN - SINGLES: W75 Bucharest (Romania), clay",Unknown
ATP,Radivojevic L. (Srb),Oliynykova O. (Ukr),"ITF WOMEN - SINGLES: W75 Bucharest (Romania), clay",Unknown
ATP,Blokhina A. (Usa),Bulgaru M. (Rou),"ITF WOMEN - SINGLES: W75 Bucharest (Romania), clay",Unknown
ATP,Rame A. (Fra),Hibino N. (Jpn),"ITF WOMEN - SINGLES: W75 Bucharest (Romania), clay",Unknown
ATP,Saito S. (Jpn),Ionescu E. M. (Rou),"ITF WOMEN - SINGLES: W75 Bucharest (Romania), clay",Unknown
ATP,Zidansek T. (Slo),Zheng W. (Chn),"ITF WOMEN - SINGLES: W75 Bucharest (Romania), clay",Unknown
ATP,Amariei I. D. (Rou),Maristany G. (Esp),"ITF WOMEN - SINGLES: W75 Bucharest (Romania), clay",Unknown
ATP,Koevermans A. (Ned),Feng S. (Chn),"ITF WOMEN - SINGLES: W75 Bucharest (Romania), clay",Unknown
ATP,Timofeeva M. (Wrl),Karatancheva L. (Bul),"ITF WOMEN - SINGLES: W75 Bucharest (Romania), clay",Unknown
ATP,Horoz A./Jans J.,Hara Friend J. D./Overbeck C. E.,"ITF MEN - DOUBLES: M15 Amstelveen (Netherlands), clay",Unknown
ATP,Ifi N./Stanke C.,Gomez Osorio A./Hornung M.,"ITF MEN - DOUBLES: M15 Amstelveen (Netherlands), clay",Unknown
ATP,Balciunas M./De Lange P.,Bastiaansen P./Bredschneijder M.,"ITF MEN - DOUBLES: M15 Amstelveen (Netherlands), clay",Unknown
ATP,Hallquist Lithen J./Johansson O.,De Regt T./Visser M.,"ITF MEN - DOUBLES: M15 Amstelveen (Netherlands), clay",Unknown
ATP,Tsitsipas Pe./Verbeek D.,Veldkamp Y./Wagenaar L.,"ITF MEN - DOUBLES: M15 Amstelveen (Netherlands), clay",Unknown
ATP,Bozemoj B./Pel S.,Klaassen S./Paardekooper S.,"ITF MEN - DOUBLES: M15 Amstelveen (Netherlands), clay",Unknown
ATP,Gaztambide Arrastia I./Martinez Sanz A.,Divar C./Riva P.,"ITF MEN - DOUBLES: M15 Getxo (Spain), clay",Unknown
ATP,Garcia Paez L./Pedrico Kravtsov A.,Del Nido P./Serra Sanchez N.,"ITF MEN - DOUBLES: M15 Getxo (Spain), clay",Unknown
ATP,Lazaro Juncadella M./Urribarrens Ramirez I.,Burdet A./Pampanin P.,"ITF MEN - DOUBLES: M15 Getxo (Spain), clay",Unknown
ATP,Bonnaud A./Delage P.,Bayo J./Bayo P.,"ITF MEN - DOUBLES: M15 Getxo (Spain), clay",Unknown
ATP,Borisiouk M./Denisov I.,Anavatan M./Sengul B.,"ITF MEN - DOUBLES: M15 Kayseri 6 (Turkey), hard",Unknown
ATP,Atabay A./Gurmeric M. E.,Bittoun C./Perez B.,"ITF MEN - DOUBLES: M15 Kayseri 6 (Turkey), hard",Unknown
ATP,Ignatov I./Kalovelonis M.,Idrees B./Rutter M.,"ITF MEN - DOUBLES: M15 Kayseri 6 (Turkey), hard",Unknown
ATP,Callerio F./Manucci C.,Pankin S./Schell N.,"ITF MEN - DOUBLES: M15 Kayseri 6 (Turkey), hard",Unknown
ATP,Poritskyi A./Ursu V.,Ozkoc B./Turgut M. O.,"ITF MEN - DOUBLES: M15 Kayseri 6 (Turkey), hard",Unknown
ATP,Bruna N./Torres Fernandez B. I.,Stanisavljevic M./Stefanovic M.,"ITF MEN - DOUBLES: M15 Kursumlijska Banja 9 (Serbia), clay",Unknown
ATP,Gagliardo L./Hess S.,Nikolic M./Radojicic A.,"ITF MEN - DOUBLES: M15 Kursumlijska Banja 9 (Serbia), clay",Unknown
ATP,Haliak M./Lobanov A.,Homberg M./Xilas I.,"ITF MEN - DOUBLES: M15 Kursumlijska Banja 9 (Serbia), clay",Unknown
ATP,Georgiev G./Markov V.,Becerra Otarola I. A./Nunez D. A.,"ITF MEN - DOUBLES: M15 Kursumlijska Banja 9 (Serbia), clay",Unknown
ATP,Salazar A./Torrealba B.,Novakovic N./Pisaric A.,"ITF MEN - DOUBLES: M15 Kursumlijska Banja 9 (Serbia), clay",Unknown
ATP,Lee J. M./Sim S.,Wang A./Wang Y.,"ITF MEN - DOUBLES: M15 Maanshan 4 (China), hard",Unknown
ATP,Hazawa S./Taguchi R.,Matsuda K./Sueoka Y.,"ITF MEN - DOUBLES: M15 Maanshan 4 (China), hard",Unknown
ATP,Sumizawa D./Trongcharoenchaikul W.,Jin Y./Li Z.,"ITF MEN - DOUBLES: M15 Maanshan 4 (China), hard",Unknown
ATP,Liu S./Zheng Z.,Yang M./Zheng B.,"ITF MEN - DOUBLES: M15 Maanshan 4 (China), hard",Unknown
ATP,Hernandez C./Manzanera Pertusa A.,Becroft I./Rai A.,"ITF MEN - DOUBLES: M15 Monastir 26 (Tunisia), hard",Unknown
ATP,Smiej Y./Snoussi I.,Perin R./Potenza L.,"ITF MEN - DOUBLES: M15 Monastir 26 (Tunisia), hard",Unknown
ATP,Relic M./Teramo D. C.,Maguire C./Nagoudi A.,"ITF MEN - DOUBLES: M15 Monastir 26 (Tunisia), hard",Unknown
ATP,Makhlouf N./Vaccari L.,De Gabriele A./Lestir L.,"ITF MEN - DOUBLES: M15 Monastir 26 (Tunisia), hard",Unknown
ATP,Dimic M./Kriznik M.,Dominko S./Obrul L.,"ITF MEN - DOUBLES: M15 Store (Slovenia), clay",Unknown
ATP,Balshaw F./Piatti R.,Bacaloni A./Pieri S.,"ITF MEN - DOUBLES: M15 Store (Slovenia), clay",Unknown
ATP,Rocha F./Sakellaridis D.,Hurrion M./Staeheli L.,"ITF MEN - DOUBLES: M15 Store (Slovenia), clay",Unknown
ATP,Prechtel S./Taddia L.,Kupcic J./Premzl M.,"ITF MEN - DOUBLES: M15 Store (Slovenia), clay",Unknown
ATP,Castagnola L./Fondriest M.,Cadenasso G./De Bernardis A.,"ITF MEN - DOUBLES: M15 Store (Slovenia), clay",Unknown
ATP,Knaff A./Marcondes I.,Jilly A./Kisantal B.,"ITF MEN - DOUBLES: M15 Store (Slovenia), clay",Unknown
ATP,Vulpitta G./Wright A.,de Marchi A./Ferrari G.,"ITF MEN - DOUBLES: M15 Store (Slovenia), clay",Unknown
ATP,Jaisinghani R./Kopilevich D.,Guennouni A./ZOUAOUI N.,"ITF MEN - DOUBLES: M15 Tanger (Morocco), clay",Unknown
ATP,Catini N./Matta A.,Gonzalez Fernandez M./Malirz K.,"ITF MEN - DOUBLES: M15 Tanger (Morocco), clay",Unknown
ATP,Ferrari F./Valle F.,Boudih O./Nagele M.,"ITF MEN - DOUBLES: M15 Tanger (Morocco), clay",Unknown
ATP,Lalami Laaroussi Y./Wenger D.,Jamji A./Lahjomri Y.,"ITF MEN - DOUBLES: M15 Tanger (Morocco), clay",Unknown
ATP,Cattaneo L./Comino L.,Garcia Mestre J./Naharro D.,"ITF MEN - DOUBLES: M15 Tanger (Morocco), clay",Unknown
ATP,Ciavarella N./Giunta M.,Otegui J. B./Ratti L.,"ITF MEN - DOUBLES: M15 Tanger (Morocco), clay",Unknown
ATP,Chambonniere M./Martin B.,Lorusso L./Perfetti N.,"ITF MEN - DOUBLES: M15 Tanger (Morocco), clay",Unknown
ATP,El Amine H./Rodrigues N.,Goldberg Alviani N. R./Schenekenberg G.,"ITF MEN - DOUBLES: M15 Tanger (Morocco), clay",Unknown
ATP,Inui Y./Masabayashi T.,Ichikawa T./Noguchi M.,"ITF MEN - DOUBLES: M15 Tokyo (Japan), hard",Hard
ATP,Shiraishi H./Takahata R.,Fukuda S./Koyama H.,"ITF MEN - DOUBLES: M15 Tokyo (Japan), hard",Hard
ATP,Oki Y./Tomida Y.,Kusuhara Y./Nakagawa S.,"ITF MEN - DOUBLES: M15 Tokyo (Japan), hard",Hard
ATP,Katayama S./Kono Y.,Kawachi K./Kikuchi Y.,"ITF MEN - DOUBLES: M15 Tokyo (Japan), hard",Hard
ATP,McKennon M./Murgett F.,Batista D./Valdoleiros G.,"ITF MEN - DOUBLES: M25 Figueira da Foz (Portugal), hard",Unknown
ATP,Domingues J./Graca J.,Izquierdo Luque R./Marrero Curbelo I.,"ITF MEN - DOUBLES: M25 Figueira da Foz (Portugal), hard",Unknown
ATP,Alonso J./Lara Salmeron D.,Correia D./Preto V.,"ITF MEN - DOUBLES: M25 Figueira da Foz (Portugal), hard",Unknown
ATP,Matsuoka H./Robertson C.,Boschmans T./Couto V.,"ITF MEN - DOUBLES: M25 Figueira da Foz (Portugal), hard",Unknown
ATP,Araujo P./Luis T.,Augunas J./Portugal J.,"ITF MEN - DOUBLES: M25 Figueira da Foz (Portugal), hard",Unknown
ATP,Moacho P./Moura B.,Leote Prata V./Morais D.,"ITF MEN - DOUBLES: M25 Figueira da Foz (Portugal), hard",Unknown
ATP,Pinho T./Silva T.,Martinez A./Oliveira B.,"ITF MEN - DOUBLES: M25 Figueira da Foz (Portugal), hard",Unknown
ATP,Ghazouani Durand Y./Massard L.,Hou Y./Jorquera E.,"ITF MEN - DOUBLES: M25+H Ajaccio (France), hard",Unknown
ATP,Alujas R./Tunas G.,Chepik A./Fellin P. O.,"ITF MEN - DOUBLES: M25+H Ajaccio (France), hard",Unknown
ATP,Branger L./Maric M.,Bertrand R./Chidekh C.,"ITF MEN - DOUBLES: M25+H Ajaccio (France), hard",Unknown
ATP,Bivol M./Pilet C.,Hussey G./Story J.,"ITF MEN - DOUBLES: M25+H Ajaccio (France), hard",Unknown
ATP,Aleshchev A./Vishal Balsekar A.,Henning G./Henning P.,"ITF MEN - DOUBLES: M25 Hillcrest (South Africa), hard",Unknown
ATP,Eqbal I./Longwe-Smit T.,Chekhov A./Zaytsev I.,"ITF MEN - DOUBLES: M25 Hillcrest (South Africa), hard",Unknown
ATP,Bothma J./Matthysen L.,Covato M./Vujic S.,"ITF MEN - DOUBLES: M25 Hillcrest (South Africa), hard",Unknown
ATP,Beaven J./Peliwo F.,Ganesan A./Ouakaa A.,"ITF MEN - DOUBLES: M25 Hillcrest (South Africa), hard",Unknown
ATP,Bergeron A./Gaudreau B. J.,Chan D./Woestendick C.,"ITF MEN - DOUBLES: M25 Laval (Canada), hard",Unknown
ATP,Jones B./McHugh A.,Brown A./Clark E.,"ITF MEN - DOUBLES: M25 Laval (Canada), hard",Unknown
ATP,Muamba N./Roux E.,Johns G./Miyoshi K.,"ITF MEN - DOUBLES: M25 Laval (Canada), hard",Unknown
ATP,Finkelstein A./Krall L.,Kuhar M./Martin D.,"ITF MEN - DOUBLES: M25 Laval (Canada), hard",Unknown
ATP,Kumar P./Milavsky D.,Poling K./Thomson M.,"ITF MEN - DOUBLES: M25 Laval (Canada), hard",Unknown
ATP,Farag-Cao A./Rice K.,George B. T./Tudorica A. N.,"ITF MEN - DOUBLES: M25 Laval (Canada), hard",Unknown
ATP,Ogura K./Saitoh K.,Ayeni A./Cook E.,"ITF MEN - DOUBLES: M25 Laval (Canada), hard",Unknown
ATP,Gomez G./Sudzum M. M.,Nesterov P./Vanshelboim E.,"ITF MEN - DOUBLES: M25 Marburg (Germany), clay",Unknown
ATP,Westphal M./Winegar T.,Marrero D./Nedelko I.,"ITF MEN - DOUBLES: M25 Marburg (Germany), clay",Unknown
ATP,Ambarzumjan E./Dedura-Palomero M.,Djonov C./Sisic F.,"ITF MEN - DOUBLES: M25 Marburg (Germany), clay",Unknown
ATP,Masur D./Sanchez Martinez B.,Opitz J./Zeuch T.,"ITF MEN - DOUBLES: M25 Marburg (Germany), clay",Unknown
ATP,Janse van Rensburg L. H./Kotze M.,Tian N./Xiao L.,"ITF WOMEN - DOUBLES: W15 Hillcrest (South Africa), hard",Unknown
ATP,Bista A./Paathak P.,Odorizzi C./Ozeki M.,"ITF WOMEN - DOUBLES: W15 Hillcrest (South Africa), hard",Unknown
ATP,Cirotte A./Leykina P.,Martianova S./Mikhaylova M.,"ITF WOMEN - DOUBLES: W15 Hillcrest (South Africa), hard",Unknown
ATP,Lopez P./Vaissaud D.,Van Zyl J./Wagner Y.,"ITF WOMEN - DOUBLES: W15 Hillcrest (South Africa), hard",Unknown
ATP,Panaino T. T./Vosloo A.,Jamshidi E./Stagno B.,"ITF WOMEN - DOUBLES: W15 Hillcrest (South Africa), hard",Unknown
ATP,Jeong B./Tian F.,Chikaraishi Y./Kitahara Y.,"ITF WOMEN - DOUBLES: W15 Hong Kong 2 (Hong Kong), hard",Unknown
ATP,Cheuk S. Y./Zhang Y.,Chanta A./Thamchaiwat B.,"ITF WOMEN - DOUBLES: W15 Hong Kong 2 (Hong Kong), hard",Unknown
ATP,Burdina E./Grechkina A.,Kikawada R./Sato H.,"ITF WOMEN - DOUBLES: W15 Hong Kong 2 (Hong Kong), hard",Unknown
ATP,Hagi E./Hagi N.,Osafune K./Ozeki A.,"ITF WOMEN - DOUBLES: W15 Hong Kong 2 (Hong Kong), hard",Unknown
ATP,Cheung K. Y./Wong J.,Easwaramurthi A./Yuhan L.,"ITF WOMEN - DOUBLES: W15 Hong Kong 2 (Hong Kong), hard",Unknown
ATP,Danilova O./Mincheva V.,Aikawa M./Yoshioka K.,"ITF WOMEN - DOUBLES: W15 Hong Kong 2 (Hong Kong), hard",Unknown
ATP,Lai C. L./Ng M.,Xu A./Xu N.,"ITF WOMEN - DOUBLES: W15 Hong Kong 2 (Hong Kong), hard",Unknown
ATP,He Jiaying/Wang D. N.,Kalamaris G./Kalluri L.,"ITF WOMEN - DOUBLES: W15 Hong Kong 2 (Hong Kong), hard",Unknown
ATP,Esteves I./Mandavkar H.,Nikitsenka M./Shusteva S.,"ITF WOMEN - DOUBLES: W15 Kayseri 6 (Turkey), hard",Unknown
ATP,Lachinova A./Subasic A.,Hossam Salah J./Yakovleva D.,"ITF WOMEN - DOUBLES: W15 Kayseri 6 (Turkey), hard",Unknown
ATP,Ozen Y./Ulueren S.,Kuparev A./Samardzic A. E.,"ITF WOMEN - DOUBLES: W15 Kayseri 6 (Turkey), hard",Unknown
ATP,Maslenkova M./Zabolotnaia E.,Lazar S./Prodan G.,"ITF WOMEN - DOUBLES: W15 Kayseri 6 (Turkey), hard",Unknown
ATP,Curovic T./Ruihan D.,Beveraggi Lespiau P./Ceschi G.,"ITF WOMEN - DOUBLES: W15 Kursumlijska Banja 9 (Serbia), clay",Unknown
ATP,Gull G./Rahnel L.,Goldsmith Weinreich P./Rain Contreras F.,"ITF WOMEN - DOUBLES: W15 Kursumlijska Banja 9 (Serbia), clay",Unknown
ATP,Dessolis B./Dessolis M.,Jerolimov C./Kozak V.,"ITF WOMEN - DOUBLES: W15 Kursumlijska Banja 9 (Serbia), clay",Unknown
ATP,Vukovic D./Zhabrailova M.,Diatlova D./Diatlova K.,"ITF WOMEN - DOUBLES: W15 Kursumlijska Banja 9 (Serbia), clay",Unknown
ATP,Chen M./Hu F.,Sun Y./Zhang J.,"ITF WOMEN - DOUBLES: W15 Maanshan 8 (China), hard",Unknown
ATP,Fanshi S./Ye Q.,Li Z./Yao X.,"ITF WOMEN - DOUBLES: W15 Maanshan 8 (China), hard",Unknown
ATP,Bak-Szabo N./Benke G. I.,Franke J./Penalver Aguilo M.,"ITF WOMEN - DOUBLES: W15 Mogyorod (Hungary), clay",Unknown
ATP,Finak E. D./Nogradi N.,Lackova V./Mravcova E.,"ITF WOMEN - DOUBLES: W15 Mogyorod (Hungary), clay",Unknown
ATP,Hertel A./Tsygourova K.,Avataneo S./Harajda E.,"ITF WOMEN - DOUBLES: W15 Mogyorod (Hungary), clay",Unknown
ATP,Krockova N./Vlckova K.,Chilakalapudi S. S./Hoedt M.,"ITF WOMEN - DOUBLES: W15 Mogyorod (Hungary), clay",Unknown
ATP,Artemeva V./Krajmer K.,Parentini G./Rescia E.,"ITF WOMEN - DOUBLES: W15 Mogyorod (Hungary), clay",Unknown
ATP,Kardos L./Molnar K.,Cilekova L./Sramkova T.,"ITF WOMEN - DOUBLES: W15 Mogyorod (Hungary), clay",Unknown
ATP,Daubnerova N./Sevcikova L.,Balus I./Jaskova A.,"ITF WOMEN - DOUBLES: W15 Mogyorod (Hungary), clay",Unknown
ATP,Savolt K./Teker L.,Drugdova S./Grammatikopoulou V.,"ITF WOMEN - DOUBLES: W15 Mogyorod (Hungary), clay",Unknown
ATP,Ngounoue M./Senties X.,Koussenkova V./Liu Y.,"ITF WOMEN - DOUBLES: W15 Monastir 26 (Tunisia), hard",Unknown
ATP,Adams J./Samir S.,Lam S./Lo Pumo M.,"ITF WOMEN - DOUBLES: W15 Monastir 26 (Tunisia), hard",Unknown
ATP,Garcia-Patron Canals A./Teixido Garcia M.,Koller A./Wildgruber A.,"ITF WOMEN - DOUBLES: W15 Monastir 26 (Tunisia), hard",Unknown
ATP,Paukstyte P./Tse E.,Janssen C./Teso N. S.,"ITF WOMEN - DOUBLES: W15 Monastir 26 (Tunisia), hard",Unknown
ATP,Van Zonneveld C./Veldman K.,De Zeeuw J./Van Emst S.,"ITF WOMEN - DOUBLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Ivanov V./Svendsen J. C.,Hennemann C. W./Munk Mortensen R.,"ITF WOMEN - DOUBLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Geerlings Martinez A./Tran D.,Nijkamp R. M./Van den Broek I. L.,"ITF WOMEN - DOUBLES: W35 Amstelveen (Netherlands), clay",Unknown
ATP,Glushkova D./Sandberg V.,Colling S./Sieg M.,"ITF WOMEN - DOUBLES: W35 Stuttgart-Vaihingen (Germany), clay",Grass
ATP,Cohen S./Roesch C.,Kuczer D./Sauvant C.,"ITF WOMEN - DOUBLES: W35 Stuttgart-Vaihingen (Germany), clay",Grass
ATP,Vogt M./Voracek E. M.,Bojica S./Vasilescu A.,"ITF WOMEN - DOUBLES: W35 Stuttgart-Vaihingen (Germany), clay",Grass
ATP,Brooks M./Kozyreva M.,Ayukawa M./Szabo B.,"ITF WOMEN - DOUBLES: W75 Bucharest (Romania), clay",Unknown
ATP,Anghel A. I./Todoni C. N.,Vargova N./Zaytseva K.,"ITF WOMEN - DOUBLES: W75 Bucharest (Romania), clay",Unknown
ATP,Cascino E./Tig P. M.,Pieri T./Prisacariu A.,"ITF WOMEN - DOUBLES: W75 Bucharest (Romania), clay",Unknown
